index,n_methods,total_time_min,baseline_equal_gCO2,rel_diff_median,rel_diff_p10,rel_diff_p90,abs_rel_diff_median,abs_rel_diff_p90
E1,2,40,404.07240031588094,-0.006626851041971117,-0.15194738727267632,0.15109499371291668,0.0770733866539465,0.1886303965290987
E100,3,30,62.90838059272018,-0.00010160887061496114,-0.011946648493734044,0.0127336193679743,0.006842559673497336,0.014795238043059381
E1006,2,10,14.84130661847977,0.0006025354157317257,-0.022742906349801344,0.021584497829857777,0.011982214491850465,0.026486955058201513
E1008,2,50,20.19241441368053,0.0,0.0,1.935372841809813e-16,0.0,1.935372841809813e-16
E1009,2,20,16.8536998854609,-0.0013268128315481451,-0.04118859570398735,0.04155047267059344,0.021947870677596147,0.04910273474547564
E1014,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E1016,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E1017,2,25,10.13044807877487,0.0,-1.7534829906705122e-16,1.7534829906705122e-16,1.7534829906705122e-16,1.7534829906705122e-16
E102,2,30,60.850332829826236,-0.00013628555073955608,-0.017338847647300492,0.016227022625181657,0.009185109062084786,0.020374900318904914
E1021,2,150,60.44027975330317,1.1756112623242245e-16,0.0,2.351222524648449e-16,1.1756112623242245e-16,2.351222524648449e-16
E1023,2,30,67.57358463651227,0.0,0.0,0.0,0.0,0.0
E1029,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E103,2,30,60.850332829826236,-0.000565221949124,-0.015798778983801543,0.017615909380868384,0.009293766745202933,0.020634407508436096
E1033,2,30,18.866093152442033,0.0005175053291208155,-0.05524445955032826,0.053389860078827595,0.027409294597651637,0.06688529306740842
E1045,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E1052,2,10,153.79032578092642,-0.0015882653473476113,-0.10379426119429018,0.10643553309295727,0.05454876068580419,0.13071235838112186
E1054,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E106,2,20,202.07044102987507,0.0047777826005601775,-0.14718390645266366,0.15490698305906053,0.0796937267166214,0.19687549894162865
E1064,2,10,140.65804776289394,-0.0012279895561845976,-0.17172653424979784,0.1717703743261725,0.0922959161615037,0.2090005583519997
E1065,2,10,4.0932682778314735,2.1698514717697989e-16,0.0,4.3397029435395977e-16,2.1698514717697989e-16,4.3397029435395977e-16
E108,2,45,18.180021146699403,0.0,-3.9083713381109006e-16,0.0,0.0,3.9083713381109006e-16
E1088,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E1092,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E1094,2,5,13.957180976160867,-0.0006936547234909917,-0.012564299449048955,0.010557162372596404,0.0059620017896455,0.01533312842362593
E11,2,15,15.824676004013932,-0.0009282174061823284,-0.03238306090735457,0.03210440907725322,0.016551936618194783,0.03959683970280632
E110,2,30,12.142841345756002,1.4628840061565148e-16,-1.4628840061565148e-16,1.4628840061565148e-16,1.4628840061565148e-16,1.4628840061565148e-16
E1102,2,15,6.105661544812606,1.4546800755025884e-16,-1.4546800755025884e-16,1.4546800755025884e-16,1.4546800755025884e-16,1.4546800755025884e-16
E1108,2,55,22.204807680661666,0.0,-1.5999749828477847e-16,0.0,0.0,1.5999749828477847e-16
E1110,2,120,48.365920151416375,2.938195876500004e-16,0.0,2.938195876500004e-16,2.938195876500004e-16,2.938195876500004e-16
